GA_ID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
411221,587,587,587,587,587,587,587,587,587,587,718,1248,1590,1933.4,1939.79,1472.84,2186,2338,2661,2867,3144,3241,3328,3613,3796,4011,4257,4581,4917,5336,5487,5500,5347,5619.62,5532.22,5555.4339,5560.16,5560.16,5560.16
410328,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,1394,1699,1538,1605,1695,1929,2878,2762,2355,2480,2773,2838,3785,3978,4055,4364,5303,6364,6968,7091,8090,8091,8096,8097,8098,8198,7396.26,7396.26,7396.26
410102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54678,57077,35255,,,,,
411281,54,54,54,54,54,54,54,54,54,54,60,444,2050,2318.8,2357.3,2386,2530,2661,2783,2765,2644,2258,879,922,966,1034,1078,1161,1296,1499,1568,1627,1775,1799.58,1988.38,2078.525,2145.38,2145.38,2145.38
410883,4176,4176,4176,4176,4176,4176,4176,4176,4176,4176,4108,6689,6012,6881,7072,8489,10114,13370,10862,11797,11460,12216,12990,13168,14299,16363,17181,19946,17613,19353,20853,21050.6479,21126,22068.95,22583.86,24250.5921,20120.52,20120.52,20120.52
411222,3382,3382,3382,3382,3382,3382,3382,3382,3382,3382,3455,2667,2612,2565,2834.21,2996.75,3356,3515,3725,3798,3970,4136,4256,4676,5024,5435,5618,5887,5679,5282,5898,5852.36,6007,5819.03,6631.98,6631.98,6631.98,6631.98,6631.98
410181,19368,19368,19368,19368,19368,19368,19368,19368,19368,19368,18499,24049,35023,39200,50872,55830,113212,116944,134034,103492,110229,104875,124320,130763,116562,110075,103808,114244,115801.8,125756,132569,129714.25,137497,138213.41,139176.62,137784.8,138494.74,138494.74,138494.74
410322,1549,1549,1549,1549,1549,2082,2615,3148,3681,4214,3490,3897,4842,5258,3860,4542,5458,6548,6760,7519,9952,6398,6544,7482,9127,10244,14378,14689,17180,13493,16223,19344.2,18562,21262.18,22795.72,21811.5639,22535.82,22535.82,22535.82
410311,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,23436,25322,24342,25450,26006,27872,30195,33765,35932,38017,36042,36042,36042,36042,36042,36042,36042,36042
410882,6945,6945,6945,6945,6945,6945,6945,6945,6945,6945,6945,6945,8524,11439,8910,18840,24329,16849,14494,14907,15135,14989,15689,15873,16277,18169,18327,18911,18068,21266,21369,34449.9848,38443,43777.55,45139.58,40601.8937,38835.51,38835.51,38835.51
410327,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2052,3071,1373,1612,1870,2259,2523,3538,5240,5839,4263,11811,13053,13839,18998,21373,23426,24760,26642,24143,25562,26177.5084,26522,27760.06,19539.19,20485.3413,20669.13,20669.13,20669.13
410329,4493,4493,4493,4493,4493,4493,4493,4493,4493,4493,5278,5002,5782,8451,9379,11010,10224,10818,15380,14798,14205,14035,18061,18571,19513,20710,31595,33926,34655,34906,36063,35932.144,36173,35288.81,34427.83,34684.7718,35161.49,35161.49,35161.49
411282,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4964,6022,7200.5,6908,8992,10560,12239,9954,8663,9231,9445,9566,9604,8701,9117,9436,9725,10146,10912,12504,12709,13989.377,14761,15137.36,14837.99,15068.7319,15122.19,15122.19,15122.19
411202,965,965,965,965,965,965,965,965,965,965,965,1188,1248,1415.3,1209,1584.8,1650,1748,1784,1627,1627,1738,1879,2020,2229,2400,2517,2656,2793,3071,3402,3238,3169,3552,3552,3552,3552,3552,3552
410381,7225,7225,7225,7225,7225,8162.4,9099.8,10037.2,10974.6,11912,13344,14007,15986,15848,17150,21638,29695,33652,33198,33296,32859,32755,34277,36223,37365,38466,38987,40033,41017,38835,30770,29443.978,31641,30160.62,30581.82,30396.1939,29926.36,29926.36,29926.36
410825,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10631,11010,10976,11778,12052,13199,13987,14385,14151,15123,15953,16359,17172,17515,18703,19753,21062,23190,23722,24820,25811,26683.795,26827,27903.74,27910.11,28588.0172,29236.11,29236.11,29236.11
410182,8908,8908,8908,8908,8908,8908,8908,8908,8908,8908,9104,10551,11978,1088,14851,17723,20414,21436,25215,24861,24969,27590,28419,26345,29449,27666,28020,29372,30062,30707,29909,32027.574,32532,32759.84,32956.2,33028.5672,33037.53,33037.53,33037.53
410823,7102,7102,7102,7102,7102,7102,7102,7102,7102,7102,7016,8212,9232,10420,10274,11010,11513,11634,11801,11624,11826,11962,12346,12685,12810,13597,14092,14337,14797,17330,16459,16652.8,18136,17731.09,17323.28,17247.2491,17255.21,17255.21,17255.21
410821,4181,4181,4181,4181,4181,4181,4181,4181,4181,4181,3889,4590,5161,5338,5609,6275,6669,7268,7177,7330,6767,6927,7020,7140,7580,8223,7877,7933,8065,7740,7741,7562.6768,7458,7091.52,6564.62,8494.8806,8683.33,8683.33,8683.33
410822,13596,13596,13596,13596,13596,13596,13596,13596,13596,13596,16248,8991,8103,8645,9465,13565,14228,15821,13610,12734,13777,13423,13521,13383,14353,17154,17409,18182,14100,14100,14618,15413,15684,13481.06,13760.87,11697.5572,10214.91,10214.91,10214.91
410323,835,835,835,835,835,930.4,1025.8,1121.2,1216.6,1312,1714,1960,2011,2061,1761,2296,2703,2752,1875,2207,2532,2416,2078,3130,3210,3405,3470,3800,4075,4187,4285,5005.6741,5095,5926.76,6059.51,6229.9007,5408.1,5408.1,5408.1
610431,3017,2916,3266,2282,2229,6155,2926,5234,2550,2629,3112,3630.476191,4148.952381,4667.428571,5185.904762,5704.380952,6222.857143,6741.333333,7259.809524,7778.285714,8296.761905,8815.238095,9333.714286,9852.190476,10370.66667,10889.14286,11407.61905,11926.09524,12444.57143,12963.04762,13481.52381,14000,12935,11870,11970,11964,11961,11961,11961
610826,110,123,50,66,66,167,351,357,333,610,615,792.8333333,970.6666667,1148.5,1326.333333,1504.166667,1682,1812,1548,1802,1962,1192,1215,1380.686667,1546.373333,1712.06,1877.746667,2043.433333,2209.12,2728,3111,3494,3668,3750,3789,3789,4019,4311,4418
610116,6352,6633,6562,4430,6224,5440,5253,6393,8572,8237,8532,8827,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122
610521,1626,1399,1123,969,1142,1092,1228,1314,3395.2,2425.8,3258.23,3231.939444,3205.648889,3179.358333,3153.067778,3126.777222,3100.486667,3074.196111,3047.905556,3021.615,2995.324444,2969.033889,2942.743333,2916.452778,2890.162222,2863.871667,2837.581111,2811.290556,2785,2853.7,2915,2950,3000,3200,3250,3261,3320,3320,3320
610622,35,58,120,74,88,69,46,143,72,124,158,183,208,233,258,283,308,516,285,452,541.75,522,502,590,709.09,423.87,475,646,249,250,285,286,298,310,320,365,370,370,370
610202,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,91.8,251.4,249.4,680,1399,1529,1680,1768,1759,,
610324,2441,2557,3657,3090,1634,2544.2,2397,3139,3627,3428,2716,2587.441667,2458.883333,2330.325,2201.766667,2073.208333,1944.65,1816.091667,1687.533333,1558.975,1430.416667,1301.858333,1173.3,2202.583333,3231.866667,4261.15,5290.433333,6319.716667,7349,3425.6,4141.733333,4857.866667,5574,5842,8713.5,11585,11585,11585,11585
610122,1785,2520,2563,1919,1603,1466,2289,1987,1997,2765,2875,2985,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095
610623,66,66,51,184,180,117,254,291,218,36,255,279.6666667,304.3333333,329,353.6666667,378.3333333,403,350,597,663,792.6,965,1012,654,819.74,942.59,1128,1351,1463,1871,1925,2295,2790.5,3286,3666,3844,4395,4395,4395
610428,246,226,1195,437,410,433,693,1088,1083,700,928,1017.142857,1106.285714,1195.428571,1284.571429,1373.714286,1462.857143,1552,1641.142857,1730.285714,1819.428571,1908.571429,1997.714286,2086.857143,2176,2265.142857,2354.285714,2443.428571,2532.571429,2621.714286,2710.857143,2800,3100,3400,3400,3527,3612,3612,3612
610429,231,421,446,503,555,688,557,796,617,746,796,900.952381,1005.904762,1110.857143,1215.809524,1320.761905,1425.714286,1530.666667,1635.619048,1740.571429,1845.52381,1950.476191,2055.428571,2160.380952,2265.333333,2370.285714,2475.238095,2580.190476,2685.142857,2790.095238,2895.047619,3000,3075,3150,3168,3320,3586,3586,3586
610628,80,126,54,42,70,160,194,247,376,366,432,440.8333333,449.6666667,458.5,467.3333333,476.1666667,485,476,585,766,747.78,782,793,935,1127.49,1336.88,1537,1762,2137,2303,3116.6,3312,3355,3398,2296,3971,4011,4011,4011
610823,166,135,129,130,214,360,241,358,359,288,387,601.1666667,815.3333333,1029.5,1243.666667,1457.833333,1672,1925,1195,1520,1731,2259,2312,2197.5,2083,1968.5,1854,1739.5,1625,626,572,518,520,3711,3721,3721,4031,5613,5775
610113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610402,2672,2440,1900,1526,1857,1562,1660,1758,1758,1800,1800,2110.238095,2420.476191,2730.714286,3040.952381,3351.190476,3661.428571,3971.666667,4281.904762,4592.142857,4902.380952,5212.619048,5522.857143,5833.095238,6143.333333,6453.571429,6763.809524,7074.047619,7384.285714,7694.52381,8004.761905,8315,8317.5,8320,9016,9400,9400,9400,9400
610403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610430,320,296,433,489,563,349,1079,871,952,1020,799,914.0476191,1029.095238,1144.142857,1259.190476,1374.238095,1489.285714,1604.333333,1719.380952,1834.428571,1949.476191,2064.52381,2179.571429,2294.619048,2409.666667,2524.714286,2639.761905,2754.809524,2869.857143,2984.904762,3099.952381,3215,3448.5,3682,3771,4181,4935,4935,4935
610821,101,144,115,162,159,158,216,374,556,455,367,615.5,864,1112.5,1361,1609.5,1858,1528,2691,3108,3224,3940,6033,5527.615,5022.23,4516.845,4011.46,3506.075,3000.69,320,320,320,351,351,351,351,352,4104,4175
610222,248,250,264,298,364,276,294,284,269,257,371,434.3636364,497.7272727,561.0909091,624.4545455,687.8181818,751.1818182,814.5454546,877.9090909,941.2727273,1004.636364,1068,739,410,413.42,416.84,420.26,423.68,427.1,415.7,449.2,430,429,442,449,471,564,564,564
610632,337,365,438,463,387,395,49,94,112,248,324,374.1666667,424.3333333,474.5,524.6666667,574.8333333,625,654,625,718,639.61,561,558,836,893.94,1186.51,1631,2064,492,567,498,502,300,98,104,115,118,118,118
610627,75,66,55,56,76,51,55,59,71,144,107,122.8333333,138.6666667,154.5,170.3333333,186.1666667,202,203,203,196,297.37,269,486,404,404.15,566.83,601,678,891,879,881.1,881,885.5,890,888,889,890,890,890
610326,2016,2150,2121,1646,1502,1661.1,2774,2642,2156,2464,5469,5505.866667,5542.733333,5579.6,5616.466667,5653.333333,5690.2,5727.066667,5763.933333,5800.8,5837.666667,5874.533333,5911.4,5942.833333,5974.266667,6005.7,6037.133333,6068.566667,6100,6599.1,7002.066667,7405.033333,7808,7495,11138.5,14782,14782,14782,14782
610822,111,132,114,154,131,132,226,694,524,527,709,2154.333333,3599.666667,5045,6490.333333,7935.666667,9381,6304,6000,5946,10135,15733,30360,25570,20780,15990,11200,6410,1620,2729,2751,2773,3591,3600,5513,5513,5619,3594,4088
610329,64,41,49,73,74,61.9,68,63,117,143,173,188.0583333,203.1166667,218.175,233.2333333,248.2916667,263.35,278.4083333,293.4666667,308.525,323.5833333,338.6416667,353.7,362.7333333,371.7666667,380.8,389.8333333,398.8666667,407.9,411.6,495.7333333,579.8666667,664,667,795,923,923,923,923
610630,62,39,28,79,264,21,38,181,149,186,107,112,117,122,127,132,137,167,166,1027,402.96,334,337,292,395.32,341.73,437,567,676,774.7,785.6,786,792,798,928,1427,1281,1281,1281
610626,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,320,439,601.47,611.65,679,849,1589,1829,646.9,618,521.5,425,481,591,592,592,592
